FacilityName,LicenseNumber,Status,IssueDate,StatusEffectivedate,LastRenewalDate,zipcode,City
PATHMARK PHARMACY,PP413516L,Out of Business,1977-08-15,1994-12-02,1993-07-26,17404,YORK
PATHMARK PHARMACY,PP413443L,Out of Business,1977-07-25,1997-05-23,1995-07-20,19606,READING
PATHMARK PHARMACY #522,PP410960L,Out of Business,1978-10-13,2016-10-04,2015-07-15,191344505,PHILADELPHIA
PATHMARK PHARMACY #528,PP413033L,Out of Business,1977-07-27,2015-11-02,2015-07-15,19095,WYNCOTE
PATHMARK PHARMACY #529,PP411790L,Out of Business,1977-07-25,2015-11-02,2015-07-15,19030,FAIRLESS HILLS
PATHMARK PHARMACY #532,PP414226L,Out of Business,1989-09-25,2015-11-02,2015-07-15,19146,PHILADELPHIA
PATHMARK PHARMACY #547,PP413031L,Out of Business,1977-07-25,2010-10-12,2009-07-09,19007,BRISTOL
PATHMARK PHARMACY #552,PP412259L,Out of Business,1980-10-14,2015-11-03,2015-07-15,19148,PHILADELPHIA
PATHMARK PHARMACY #553,PP411788L,Out of Business,1977-07-27,2015-11-02,2015-07-15,19136,PHILADELPHIA
PATHMARK PHARMACY #556,PP411819L,Out of Business,1979-10-11,2015-11-02,2015-07-15,19131,PHILADELPHIA
PATHMARK PHARMACY #557,PP415487L,Out of Business,1999-04-12,2015-11-03,2015-07-15,19132,PHILADELPHIA
PATHMARK PHARMACY #558,PP413030L,Out of Business,1977-07-27,2015-11-02,2015-07-15,19015,BROOKHAVEN
PATHMARK PHARMACY #561,PP413032L,Out of Business,1977-07-27,2010-10-12,2009-07-09,19008,BROOMALL
PATHMARK PHARMACY #563,PP410975L,Out of Business,1984-03-13,2008-09-24,2007-07-12,19020,BENSALEM
PATHMARK PHARMACY #564,PP410407L,Out of Business,1977-07-25,2015-09-01,2015-07-15,19111,PHILADELPHIA
PATHMARK PHARMACY #567,PP411789L,Out of Business,1977-07-25,2015-08-26,2015-07-15,19033,FOLSOM
PATHMARK PHARMACY #568,PP410820L,Out of Business,1978-05-24,2015-11-03,2015-07-15,19082,UPPER-DARBY
PATHMARK PHARMACY #569,PP413278L,Out of Business,1983-03-24,2015-11-02,2015-07-15,19036,GLENOLDEN
PATHMARK PHARMACY 246,PP414586L,Out of Business,1992-04-16,2012-01-18,2011-06-29,19006,HUNTINGDON VALLEY
PATHMARK PHARMACY 723,PP415724L,Out of Business,2000-10-31,2015-09-01,2015-07-16,19154,PHILADELPHIA
PATHMARK PHARMACY 76-248,PP415142L,Out of Business,1996-04-11,2015-08-25,2015-07-15,19312,BERWYN
PATIENT CARE PHARMACY,PP413631L,Out of Business,1983-09-30,1998-01-30,1995-07-11,18704,KINGSTON
PATTEN PHARMACY,PP410711L,Out of Business,1977-10-24,2002-10-25,2001-08-10,19464,POTTSTOWN
PAULS PHARMACY INC,PP411795L,Out of Business,1977-08-10,1992-04-01,1992-02-14,15601,GREENSBURG
PCA MISSION PHARMACY ST CLAIR,PP415107L,Out of Business,1996-01-10,2015-12-31,2015-06-17,15243,PITTSBURGH
PDC PHARMACY,PP482305,Out of Business,2012-07-17,2014-09-30,2013-06-18,16148,HERMITAGE
PEASE PHARMACY,PP411755L,Out of Business,1977-07-15,1996-05-31,1996-05-16,17103,HARRISBURG
PEDIATRIC SERVICES OF AMERICA,PP481237,Out of Business,2003-05-06,2006-03-09,2005-08-10,19020,BENSALEM
PENN CENTER PHARMACY,PP411800L,Out of Business,1977-08-23,1984-01-11,1979-07-10,19107,PHILADELPHIA
PENN HIGHLANDS ELK RIDGWAY CAMPUS PHARMACY,HP418060L,Out of Business,1977-07-18,2014-06-13,2013-07-19,15853,RIDGWAY
PENN HILLS PHARMACY INC,PP411802L,Out of Business,1977-07-25,1981-01-21,1979-08-01,15235,PITTSBURGH
PENN MEDICINE AT RADNOR,HP415246L,Out of Business,1997-01-13,2001-08-31,1999-07-15,190875286,RADNOR
PENN PINES PHARMACY,PP411799L,Out of Business,1977-07-11,1994-02-14,1991-09-17,19018,ALDAN
PENN PRESBYTERIAN MED CTR-MYRIN,PP481421,Out of Business,2005-02-16,2006-08-02,2005-08-25,19104,PHILADELPHIA
PENN STATE GEISINGER HLTH PLAN PHARM,PP415343L,Out of Business,1997-10-17,1998-02-23,1997-10-17,17033,HERSHEY
PENN STATE THE MILTON S. HERSHEY MEDICAL CENTER EAST CAMPUS,PP481802,Out of Business,2008-03-03,2009-05-29,,17033,HERSHEY
PENN TOWERS PHARMACY INC,PP411808L,Out of Business,1977-08-17,1998-12-22,1998-01-27,19103,PHILADELPHIA
PENN VALLEY PHARMACY,PP411810L,Out of Business,1977-08-15,1983-03-17,1981-07-16,19072,NARBERTH
PENN WHELAN DRUGS INC,PP411811L,Out of Business,1977-07-18,1987-06-05,1985-07-17,16801,STATE COLLEGE
PENNDEL DRUGS,PP482309,Out of Business,2012-08-16,2017-05-18,2015-06-23,19047,PENNDEL
PENN-MORRIS PHARMACY,PP482261,Out of Business,2012-03-28,1918-09-24,2017-07-24,19067,MORRISVILLE
PENN-OHIO MEDICINE MART,PP415268L,Out of Business,1997-05-22,2010-04-08,2009-08-05,16146,SHARON
PENNS BRIAR PHARMACY,PP411818L,Out of Business,1977-07-08,1984-05-02,1979-08-20,19067,MORRISVILLE
PENNSBURY PRESCRIPTION CENTER INC,PP413666L,Out of Business,1985-05-23,1990-02-12,1989-08-17,19067,MORRISVILLE
PENNSPORT PHARMACY INC,PP413895L,Out of Business,1987-02-11,1996-12-08,1995-06-29,19147,PHILADELPHIA
PENN-SUPER PHARMACY,PP411814L,Out of Business,1977-08-29,1998-12-22,1997-09-02,15146,MONROEVILLE
PENNSWOOD VILLAGE PHARMACY,HP416583L,Out of Business,1981-12-07,2012-12-31,2011-08-09,18940,NEWTOWN
PENNSYLVANIA CO PHARMACY SERVICES,PP415720L,Out of Business,2001-04-02,2002-04-17,2001-08-02,18301,E STROUDSBURG
PENNSYLVANIA RETIRED PERSONS PHY INC,PP410841L,Out of Business,1978-07-19,1998-12-22,1997-08-25,18974,WARMINSTER
PENNYMED PHARMACY,PP482716,Out of Business,2017-04-07,2018-07-28,2017-07-25,19111,PHILADELPHIA
PENROSE PLACE PHARMACY INC,PP413384L,Out of Business,1977-07-25,1996-03-28,1995-06-22,17013,CARLISLE
PENTLONG PHARMACY,PP411821L,Out of Business,1977-07-18,1981-10-29,1981-07-14,15235,PITTSBURGH
PENZS DRUG INC,PP415267L,Out of Business,1997-02-13,1997-07-15,1997-03-10,19151,PHILADELPHIA
PEOPLES DRUG #1676,PP414350L,Out of Business,1990-08-22,1992-10-18,1992-10-13,17603,LANCASTER
PEOPLES DRUG #1871,PP414142L,Out of Business,1989-01-26,1993-08-28,1993-02-23,17112,LINGLESTOWN
PEOPLES DRUG 1876,PP414291L,Out of Business,1990-03-22,1991-05-29,1991-02-11,17404,YORK
PEOPLES DRUG 1877,PP414095L,Out of Business,1988-10-20,1991-05-30,1989-09-01,17042,CLEONA
PEOPLES DRUG 1878,PP414272L,Out of Business,1990-01-18,1991-05-30,1990-10-19,17078,PALMYRA
PEOPLES DRUG STORE,PP413681L,Out of Business,1985-09-11,1987-04-06,1986-09-30,17356,RED LION
PEOPLES DRUG STORE 1468,PP413964L,Out of Business,1987-09-17,1991-05-30,1990-04-04,17103,HARRISBURG
PEOPLES DRUG STORE 1853,PP412201L,Out of Business,1980-07-31,1993-07-24,1991-08-06,16866,PHILIPSBURG
PEOPLES DRUG STORE INC,PP411977L,Out of Business,1977-07-20,1988-03-22,1987-08-27,17603,LANCASTER
PEOPLES DRUG STORE INC,PP410682L,Out of Business,1977-07-20,1993-04-30,1991-08-06,17602,LANCASTER
PEOPLES DRUG STORE INC,PP410881L,Out of Business,1978-07-19,1991-05-30,1990-09-19,17111,HARRISBURG
PEOPLES DRUG STORE INC,PP412021L,Out of Business,1977-07-20,1993-10-10,1993-08-14,17113,STEELTON
PEOPLES DRUG STORE INC,PP413061L,Out of Business,1977-07-20,1987-11-09,1987-07-30,17402,YORK
PEOPLES DRUG STORE INC,PP412009L,Out of Business,1977-07-20,1991-04-02,1990-05-11,17403,YORK
PEOPLES DRUG STORE INC,PP413584L,Out of Business,1977-07-20,1991-04-30,1989-09-11,17011,CAMP HILL
PEOPLES DRUG STORE NUMBER 1720,PP411982L,Out of Business,1977-07-20,1991-05-30,1990-11-07,17325,GETTYSBURG
PEOPLES PHARMACY INC,PP411840L,Out of Business,1977-08-29,1995-02-23,1989-09-05,19130,PHILADELPHIA
PEOPLES SERVICE DRUG STORE,PP412809L,Out of Business,1982-03-18,1991-05-30,1990-05-24,17104,HARRISBURG
PEOPLES SERVICE DRUG STORE #1674,PP413425L,Out of Business,1983-06-16,1993-09-22,1993-04-28,17601,LANCASTER
PEOPLES SERVICE DRUG STORES INC,PP411836L,Out of Business,1977-08-17,1985-06-03,1984-10-15,17011,CAMP HILL
PEOPLES SERVICE DRUG STORES INC,PP411842L,Out of Business,1977-08-17,1986-03-25,1985-09-16,17043,LEMOYNE
PEOPLES SERVICE DRUG STORES INC,PP411828L,Out of Business,1977-08-17,1991-05-25,1989-09-11,17402,YORK
PEOPLES SERVICE DRUG STORES INC,PP411832L,Out of Business,1977-08-17,1993-10-10,1993-08-14,17042,LEBANON
PEOPLES SERVICE DRUG STORES INC,PP413158L,Out of Business,1977-08-17,1991-08-02,1991-08-06,17601,LANCASTER
PERKINS PHARMACY,PP411851L,Out of Business,1977-07-22,1995-10-12,1995-08-21,19132,PHILADELPHIA
PERRINS PHARMACY INCORPORATED,PP410833L,Out of Business,1978-06-20,1984-01-12,1980-02-07,19139,PHILADELPHIA
PERRIS PHARMACY,PP411853L,Out of Business,1977-07-20,1995-07-12,1993-07-13,17754,MONTOURSVILLE
PERSONAL SUPPORT PHARMACY,PP481409,Out of Business,2005-01-19,2017-12-31,2017-07-25,19115,PHILADELPHIA
PETER BECKER MEMORIAL HOME PHARMACY,HP416557L,Out of Business,1978-12-14,1983-02-22,1981-07-21,19438,HARLEYSVILLE
PETERS PHARMACY,PP411858L,Out of Business,1977-07-11,1991-02-06,1989-08-21,19401,NORRISTOWN
PETES APOTHECARY DRUGS,PP415556L,Out of Business,1999-10-07,2007-01-30,2005-07-19,15061,MONACA
PETES APOTHECARY DRUGS AND COMPOUNDING PHARMACY,PP481097,Out of Business,2002-07-09,2007-09-14,2007-06-19,15066,NEW BRIGHTON
"PETNET SOLUTIONS, INC",PP482254,Out of Business,2012-03-30,2013-06-30,,15220,PITTSBURGH
"PETNET SOLUTIONS, INC.",PP481821,Out of Business,2008-05-09,2010-12-30,2009-08-11,15220,PITTSBURGH
PETROLIA PHARMACY,PP411350L,Out of Business,1977-07-26,1996-12-31,1995-06-26,16050,PETROLIA
PHARMACARE DISCOUNT PHARMACY,PP482103,Out of Business,2011-03-15,2013-08-02,2013-06-28,19602,READING
PHARMACARE SERVICES,PP481427,Out of Business,2005-03-24,2006-11-28,2005-07-20,193804412,WEST CHESTER
PHARMACARE SPECIALTY PHARMACY #2670,PP415534L,Out of Business,1999-07-15,2006-11-10,2005-07-12,19107,PHILADELPHIA
PHARMACARE SPECIALTY PHARMACY #2921,PP481635,Out of Business,2006-12-28,2008-04-25,2007-06-28,15235,PITTSBURGH
PHARMACEUTICAL CONSULTANTS INC,PP415240L,Out of Business,1997-01-15,2006-10-02,2005-07-01,19008,BROOMALL
PHARMACEUTICAL PRESCRIPTION SERV INC,PP415080L,Out of Business,1995-10-16,2006-05-19,2005-07-07,18042,EASTON
PHARMACY @ RIDGE & MIDVALE,PP482271,Out of Business,2012-11-05,2017-02-28,2015-06-13,19129,PHILADELPHIA
PHARMACY EXPRESS,PP414766L,Out of Business,1993-08-10,2000-02-03,1999-09-01,19014,ASTON
PHARMACY INNOVATIONS,PP482153,Out of Business,2011-08-24,2018-03-26,2017-08-24,19032,FOLCROFT
PHARMACY PLUS LTD,PP413987L,Out of Business,1987-11-10,1999-05-14,1999-01-11,19124,PHILADELPHIA
PHARMACY SERVICES INC,PP413810L,Out of Business,1986-07-11,2006-03-30,2005-07-20,17110,HARRISBURG
"PHARMACY SERVICES, INC.",PP414595L,Out of Business,1992-05-14,2018-03-30,2017-08-17,17756,MUNCY
PHARMACY SOLUTIONS OF WESTMORELAND  L L C,PP481206,Out of Business,2002-12-05,2006-08-01,2005-07-21,15601,GREENSBURG
PHARMACY SOLUTIONS RX,PP482307,Out of Business,2013-05-31,2017-07-21,2015-06-17,19032,FOLCROFT
PHARMACY XPRESS,PP481433,Out of Business,2005-03-03,2006-11-20,2005-08-01,19145,PHILADELPHIA
PHARMASENSE USA INC,PP414989L,Out of Business,1995-02-01,1995-05-12,1995-02-10,19044,HORSHAM
PHARMBLUE LLC,PP482599,Out of Business,2015-11-12,2018-12-28,2017-07-28,15853,RIDGWAY
PHARMDIRECT RX,PP482175,Out of Business,2011-09-23,2013-01-21,,19146,PHILADELPHIA
PHARMERICA,PP414391L,Out of Business,1990-12-06,2013-10-01,2013-06-14,16509,ERIE
PHARMERICA,PP413285L,Out of Business,1983-02-16,2001-04-27,1999-10-28,17111,HARRISBURG
PHARMERICA,PP416500L,Out of Business,1982-06-24,1998-02-17,1997-12-11,17111,HARRISBURG
PHARMERICA,PP416548L,Out of Business,1977-07-21,2001-02-23,1999-10-29,17402,YORK
PHARMERICA,PP414290L,Out of Business,1990-03-21,2004-07-30,2003-08-04,170558409,MECHANICSBURG
PHARMERICA,PP481336,Out of Business,2004-03-09,2011-08-31,2011-07-26,17013,CARLISLE
PHARMERICA,PP411291L,Out of Business,1977-07-12,1999-10-28,1999-05-04,17074,NEWPORT
PHARMERICA,PP413876L,Out of Business,1986-12-30,2019-08-09,2019-07-17,19406,KING OF PRUSSIA
PHARMERICA,PP414109L,Out of Business,1988-11-14,1998-01-29,1997-12-12,18915,COLMAR
PHARMERICA,PP414148L,Out of Business,1989-02-10,2004-03-01,2003-07-08,19046,MEADOWBROOK
PHARMERICA,HP417102L,Out of Business,1994-10-27,2004-11-01,2003-07-15,15301,WASHINGTON
PHARMERICA,PP415368L,Out of Business,1998-01-05,2008-10-31,2007-06-22,17972,SCHUYLKILL HAVEN
PHARMHOUSE,PP414324L,Out of Business,1990-06-21,1993-05-26,1991-07-05,17815,BLOOMSBURG
PHARMHOUSE,PP412455L,Out of Business,1981-05-07,1991-04-03,1990-12-18,17201,CHAMBERSBURG
PHARMHOUSE CORP DBA THE RX PLACE 319,PP414434L,Out of Business,1991-03-26,1997-12-16,1997-08-20,17112,HARRISBURG
PHARMOR 11,PP412568L,Out of Business,1981-09-02,2002-07-21,2001-08-04,15235,PITTSBURGH
PHARMOR 111,PP414008L,Out of Business,1988-02-10,2002-07-25,2001-08-02,18702,WILKES-BARRE
PHARMOR 115,PP414004L,Out of Business,1988-01-12,2002-07-21,2001-08-02,15238,PITTSBURGH
PHARMOR 129,PP414102L,Out of Business,1988-10-27,2002-07-21,2001-08-02,160666207,CRANBERRY TWP
PHARMOR 130,PP414063L,Out of Business,1988-07-19,2002-07-21,2001-08-02,15102,BETHEL PARK
PHARMOR 134,PP414115L,Out of Business,1988-11-25,2002-07-21,2001-08-08,16602,ALTOONA
PHARMOR 155,PP414119L,Out of Business,1988-11-30,2002-07-23,2001-08-02,17404,YORK
PHARMOR 156,PP414144L,Out of Business,1989-01-31,2002-07-24,2001-08-02,17109,HARRISBURG
PHARMOR 157,PP414159L,Out of Business,1989-03-14,2002-07-24,2001-08-10,170502904,MECHANICSBURG
PHARMOR 163,PP414194L,Out of Business,1989-07-07,2002-07-21,2001-08-02,15205,PITTSBURGH
PHARMOR 164,PP414177L,Out of Business,1989-05-11,2002-07-25,2001-08-02,19154,PHILADELPHIA
PHARMOR 19,PP413817L,Out of Business,1986-07-28,2002-07-21,2001-08-30,15017,BRIDGEVILLE
PHARMOR 223,PP414262L,Out of Business,1990-01-02,2002-07-24,2001-08-02,19149,PHILADELPHIA
PHARMOR 231,PP414384L,Out of Business,1990-11-14,2002-07-21,2001-08-02,15122,WEST MIFFLIN
PHARMOR 25,PP413680L,Out of Business,1985-08-27,2002-07-21,2001-08-02,15904,JOHNSTOWN
PHARMOR 251,PP414331L,Out of Business,1990-07-18,2002-07-21,2001-08-02,16148,HERMITAGE
PHARMOR 37,PP413855L,Out of Business,1986-11-03,2002-07-21,2001-08-02,16565,ERIE
PHARMOR 397,PP414465L,Out of Business,1991-07-25,2002-07-25,2001-08-02,17931,FRACKVILLE
PHARMOR 4,PP410278L,Out of Business,1984-02-14,2002-07-21,2001-08-04,16505,ERIE
PHARMOR 404,PP414642L,Out of Business,1992-08-20,2002-07-21,2001-08-02,16001,BUTLER
PHARMOR 41,PP414383L,Out of Business,1990-11-14,2002-07-21,2001-08-02,15218,PITTSBURGH
PHARMOR 410,PP414472L,Out of Business,1991-08-07,2002-07-24,2001-08-16,18103,ALLENTOWN
PHARMOR 42,PP413994L,Out of Business,1987-11-30,2002-07-21,2001-08-10,15227,PITTSBURGH
PHARMOR 466,PP414522L,Out of Business,1991-11-18,2002-07-21,2001-08-02,15220,PITTSBURGH
PHARMOR 50,PP413863L,Out of Business,1986-11-12,2002-07-21,2001-08-02,15068,NEW KENSINGTN
PHARMOR 515,PP414348L,Out of Business,1990-08-31,2001-10-25,2001-08-10,17522,EPHRATA
PHARMOR 518,PP414318L,Out of Business,1990-05-30,2002-07-23,2001-08-02,19607,SHILLINGTON
PHARMOR 525,PP413713L,Out of Business,1985-10-01,2002-03-30,2001-08-02,19055,LEVITTOWN
PHARMOR 527,PP413951L,Out of Business,1987-08-28,2002-07-23,2001-08-02,17011,CAMP HILL
PHARMOR 57,PP413959L,Out of Business,1987-09-11,2002-07-21,2001-08-10,15206,PITTSBURGH
PHARMOR 600,PP415221L,Out of Business,1996-11-13,2002-07-23,2001-08-02,19030,FAIRLESS HILL
PHARMOR 604,PP415491L,Out of Business,1999-03-16,2002-01-07,2001-08-02,16105,NEW CASTLE
PHARMOR 65,PP413960L,Out of Business,1987-09-11,2002-07-21,2001-08-10,15601,GREENSBURG
PHARMOR 9,PP411361L,Out of Business,1984-07-31,2002-07-21,2001-08-04,15146,MONROEVILLE
PHARMOR INC 114,PP414077L,Out of Business,1988-08-29,2002-07-24,2001-08-02,19605,READING
"PHARMSERV,INC",PP415147L,Out of Business,1996-04-09,2003-12-10,2003-08-08,15044,GIBSONIA
PHARXMOR 2,PP413297L,Out of Business,1983-06-09,2002-07-21,2001-08-04,15237,PITTSBURGH
PHARXMOR 20,PP413777L,Out of Business,1986-04-17,2002-07-23,2001-08-04,17403,YORK
PHARXMOR 21,PP413728L,Out of Business,1985-11-07,2002-07-24,2001-08-04,17601,LANCASTER
PHILADELPHIA DEPT OF PUBLIC HEALTH,HP418316L,Out of Business,1979-07-23,1980-11-12,1980-03-13,19146,PHILADELPHIA
PHILADELPHIA DEPT OF PUBLIC HLTH PHY,HP418345L,Out of Business,1980-10-14,1986-11-19,1980-10-14,19130,PHILADELPHIA
PHILADELPHIA H.P.S.,PP410127L,Out of Business,1977-09-02,1995-05-08,1993-07-26,19118,ERDENHEIM
PHILADELPHIA STATE HOSPITAL PHARMACY,HP417023L,Out of Business,1977-07-13,1990-06-30,1989-11-27,19116,PHILADELPHIA
PHILADELPHIAN PHARMACY,PP415530L,Out of Business,1999-07-02,2019-08-06,2017-07-26,19130,PHILADELPHIA
PHILARX PHARMACY,PP481861,Out of Business,2008-12-11,2012-09-18,2011-08-31,19145,PHILADELPHIA
PHILARX PHARMACY,PP481863,Out of Business,2008-11-12,2015-07-01,2015-09-01,19146,PHILADELPHIA
PHILARX PHARMACY,PP481986,Out of Business,2010-02-12,2012-09-18,2011-08-31,19145,PHILADELPHIA
"PHILIDOR RX SERVICES, LLC",PP482370,Out of Business,2013-06-25,2016-04-04,2015-06-17,19040,HATBORO
PHILIP SCHWARTZ PHARMACY,PP412225L,Out of Business,1977-07-11,1981-09-22,1979-07-27,19120,PHILADELPHIA
PHILIPSBURG AREA HOSPITAL PHARMACY,HP418376L,Out of Business,1992-11-20,2007-08-31,2005-07-07,16866,PHILIPSBURG
PHILIPSBURG STATE GEN HOSP PHARMACY,HP417038L,Out of Business,1977-07-07,1991-03-25,1989-08-15,16866,PHILIPSBURG
PHILIPSBURG STATE GEN HOSP PHARMACY,PP413986L,Out of Business,1987-11-10,1989-10-25,1987-12-23,16866,PHILIPSBURG
PHILLIPS DRUGS INC,PP411864L,Out of Business,1977-07-19,1985-02-01,1983-07-18,15233,PITTSBURGH
PHILLIPS PHARMACY,PP411863L,Out of Business,1977-07-07,1996-07-01,1995-08-18,19140,PHILADELPHIA
PHILMONT PHARMACY,PP411865L,Out of Business,1977-08-18,1993-05-29,1991-07-31,19006,HUNTINGDN VLY
PHONG SON PHARMACY,PP414550L,Out of Business,1992-02-12,2004-03-22,2003-08-15,19147,PHILADELPHIA
PHYSICIANS PHARMACY,PP411867L,Out of Business,1977-04-21,1992-11-06,1991-07-02,15104,BRADDOCK
PIC-N-SAVE PHARMACY,PP413076L,Out of Business,1977-10-11,1987-12-09,1987-07-21,19148,PHILADELPHIA
PILCHARD AND PRICE INC,PP411876L,Out of Business,1977-08-01,1995-07-06,1993-07-21,17101,HARRISBURG
PILGRIM GARDEN PHARMACY,PP411878L,Out of Business,1977-08-01,1995-09-12,1993-07-21,19026,DREXEL-HILL
PINE BRIDGE APOTHECARY,PP412205L,Out of Business,1980-08-11,1999-11-26,1999-06-22,15241,UPPER ST CLAIR
PINE PHARMACY,PP413670L,Out of Business,1985-05-31,1986-12-05,1985-10-08,19116,PHILADELPHIA
PINES PHARMACY,PP411880L,Out of Business,1977-07-19,2003-07-02,2001-08-04,17407,JACOBUS
PINNACLE HEALTH AT POLYCLINIC,HP418085L,Out of Business,1977-07-08,2002-10-18,2001-07-21,171102098,HARRISBURG
PINNACLE HEALTH HOME INFUSION THERAPY,PP414760L,Out of Business,1993-07-13,2007-07-01,2005-07-07,17104,HARRISBURG
PIONEER DRUG STORE,PP414355L,Out of Business,1990-09-06,1991-05-07,1990-09-18,18407,CARBONDALE
PIONEER PHARMACY,PP413694L,Out of Business,1985-08-07,1991-05-29,1989-09-08,15301,WASHINGTON
PIR RX DRUG CENTER,PP413874L,Out of Business,1986-12-18,2000-09-16,1999-08-04,15022,N CHARLEROI
PISONES PHARMACY,PP410511L,Out of Business,1978-09-18,2007-08-31,2005-08-29,15673,NORTH APOLLO
PITCHERELLAS PHARMACY,PP411882L,Out of Business,1977-07-14,1997-05-15,1996-05-16,19320,COATESVILLE
PITT STUDENT HEALTH SERVICE PHARMACY,PP418333L,Out of Business,1979-11-05,1982-01-12,1981-07-31,15260,PITTSBURGH
PITTSTON HOSPITAL PHARMACY,HP418302L,Out of Business,1977-07-25,1981-06-05,1979-10-12,18640,PITTSTON
PLAZA PHARMACY,PP414254L,Out of Business,1989-12-06,2009-10-10,2009-08-13,18853,WYALUSING
PLAZA SUPERX PHARMACY INC,PP413943L,Out of Business,1987-08-05,1990-10-04,1987-08-05,19020,BENSALEM
PLEASANT UNITY PHARMACY,PP412584L,Out of Business,1981-10-07,2002-07-31,2001-08-31,15676,PLSNT-UNITY
PLUMSTEAD PHARMACY,PP482220,Out of Business,2011-11-01,2013-09-25,2013-07-26,18949,PLUMSTEADVILLE
PLUS 1 RX LLC,PP481723,Out of Business,2007-05-18,2009-05-29,2007-07-13,17815,BLOOMSBURG
"PLUS 1 RX, LLC",PP481754,Out of Business,2007-08-23,2008-10-31,,18202,HAZLETON
PLYMOUTH MEETING APOTHECARY,PP411886L,Out of Business,1977-07-20,1993-07-20,1991-12-23,19462,PLYMOUTH MTG
POCONO PINES PHARMACY,PP413318L,Out of Business,1977-07-20,1981-04-29,1979-08-24,18350,POCONO PINES
POCONO PRESCRIPTION CENTER,PP414958L,Out of Business,1994-12-14,1998-03-27,1997-06-18,18301,E STROUDSBURG
POCONO PRESCRIPTION CENTER STORE 2,PP415134L,Out of Business,1996-02-23,1998-02-03,1996-02-28,18201,E STROUDSBURG
PODELLS PHARMACY,PP411888L,Out of Business,1977-07-21,1995-02-23,1987-07-24,19138,PHILADELPHIA
POINT MARION PHARMACY,PP411103L,Out of Business,1977-07-27,1994-12-31,1993-08-31,15474,POINT MARION
POLICE AND FIRE MEDICAL ASSOC INC,PP413163L,Out of Business,1977-07-18,1995-05-31,1993-08-10,19149,PHILADELPHIA
POLK CENTER PHARMACY,PP417044L,Out of Business,1977-07-08,2013-01-21,2011-08-04,16342,POLK
POPLAR PHARMACY INC,PP482478,Out of Business,2014-06-03,2015-12-07,2015-07-06,19130,PHILADELPHIA
POPS DRUG STORE,PP481484,Out of Business,2005-08-23,2012-08-15,2011-07-05,18426,GREENTOWN
POST SCRIPT,PP414727L,Out of Business,1993-04-19,1997-02-10,1995-10-27,15001,ALIQUIPPA
POTOMAC PHARMACY,PP411903L,Out of Business,1977-07-20,2010-09-27,2009-08-06,15216,DORMONT
POUST PHARMACY,PP411904L,Out of Business,1977-07-18,1984-11-20,1979-07-31,17737,HUGHESVILLE
POWELLS PHARMACY,PP413858L,Out of Business,1986-11-13,2005-04-30,2003-07-31,15473,PERRYOPOLIS
POZZA PHARMACY,PP411909L,Out of Business,1977-07-21,1991-02-04,1989-08-15,19044,HORSHAM
PPH PHARMACY,HP415323L,Out of Business,1997-09-18,2000-04-30,1999-07-07,194442430,LAFAYETTE HILL
PPSCARE PHARMACY LLC,PP482293,Out of Business,2012-06-25,2013-03-31,,19038,GLENSIDE
PREMIER PHARMACY LLC,PP482598,Out of Business,2015-10-29,2017-03-15,,19004,BALA CYNWYD
PRESBY HOME AT FIFTY EIGHTH ST PHY,HP416515L,Out of Business,1977-08-05,1985-01-07,1983-11-04,19143,PHILADELPHIA
PRESBYTERIAN SENIORCARE PHARMACY,HP418358L,Out of Business,1984-05-02,2005-12-31,2005-08-29,15301,WASHINGTON
PRESBYTERIAN SENIORCARE PHARMACY,HP416587L,Out of Business,1982-11-23,2007-07-21,2005-07-28,15139,OAKMONT
PRESCRIPTION CENTER PLUS,PP413954L,Out of Business,1987-09-03,2019-06-01,2017-07-27,15330,EIGHTY-FOUR
PRESCRIPTION CENTER PLUS,PP413302L,Out of Business,1980-03-21,2019-04-22,2017-07-27,15317,MCMURRAY
PRESCRIPTION PHARMACY,PP411911L,Out of Business,1977-07-11,1988-01-19,1987-07-21,16001,BUTLER
PRESCRIPTION SHOPPE INC,PP413375L,Out of Business,1977-08-25,1991-06-13,1989-08-22,16801,STATE COLLEGE
PRESQUE ISLE PHARMACY,PP410971L,Out of Business,1978-11-14,1987-10-26,1987-08-18,16505,ERIE
PRESTIGE HOME INFUSION SERVICES LLC,PP482221,Out of Business,2011-11-04,2012-04-18,,15108,MOON TOWNSHIP
PRICE CHOPPER PHARMACY,PP414711L,Out of Business,1993-02-19,2002-07-16,2001-08-01,18704,KINGSTON
PRICE PHARMACY,PP411689L,Out of Business,1979-03-21,1996-07-13,1995-07-17,16901,WELLSBORO
PRIMARY CHOICE PHARMACY II,PP482636,Out of Business,2016-04-11,2017-04-05,,19116,PHILADELPHIA
PRIME THERAPEUTICS LLC,PP481888,Out of Business,2008-12-18,2016-01-15,2015-06-25,152051346,PITTSBURGH
PRIMUS MEDICAL INC,PP415701L,Out of Business,2000-10-04,2001-09-14,2000-10-04,18052,WHITEHALL
PRIORITY CARE PHARMACY,PP415421L,Out of Business,1998-08-13,1999-01-07,1998-08-21,18321,BARTONSVILLE
PRIORITY HEALTHCARE PHARMACY INC,PP413922L,Out of Business,1987-04-28,2002-12-31,2001-08-08,19114,PHILADELPHIA
PRITCHARDS DRUG STORE,PP411915L,Out of Business,1977-07-13,1984-02-06,1983-07-08,18709,LUZERNE
